Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
-0.2948287486347424,-0.09547021792424265,2.490895890373739,-4.209520168460478,0.3500824566660804,-0.35023048705275117,-0.804841257787433,-0.12629815810851755,-0.03601818304912798,-0.6697781239812284,-0.22566098344577254,-0.08045561426578747,0.022228767979372194,0.9075119316119808,-0.10799293622248905,-0.35816700172148,0.3681353201786385,1.3576404754824731,-0.5749141812388112,-0.4303628237699169,-0.15968211351302491,-0.30081305824984345,-2.5285596421890304,-1.98606821781135,-1.5212573894487487,-2.197102392799819,-0.19927303148411754,-0.2824423108896081,-2.8383365740470214,-2.0426298922341433,-1.4715268805262904,-1.9634886229858168,-0.19944099114861202,-0.28763845744252947,0.12438647318417656,0.7657608350016601,0
-0.2948287486347424,-0.20986898393097317,-0.5540677512436751,0.19258032243557452,0.3500824566660804,-0.35023048705275117,2.076819318341633,-0.12629815810851755,-1.1897591132857146,-1.2564270259222858,-0.30137477441040017,-0.3179835672266442,1.0719261394817365,0.9075119316119808,-0.10799293622248905,-0.35816700172148,-2.7163924382878335,1.3576404754824731,-0.5749141812388112,-0.5621679558127076,-0.15968211351302491,-0.30081305824984345,-0.10910514731625638,-0.5501920153441165,0.4180498886958861,0.6935986007230205,-0.19927303148411754,-0.2824423108896081,-0.1057260041908631,-0.522682374307952,0.5189036900347496,0.6595617086953635,-0.19944099114861202,0.8762220667652443,-1.1052215545807478,0.34719942138814774,1
-0.2948287486347424,-1.0106603459780867,2.490895890373739,0.10340422529532639,0.3500824566660804,-0.35023048705275117,-0.804841257787433,-0.12629815810851755,1.1177227471874587,0.9598021591883755,-0.07423340151651726,-0.08045561426578747,-0.15041882601772716,0.9075119316119808,-0.10799293622248905,-0.35816700172148,-2.7163924382878335,1.3576404754824731,-0.5749141812388112,-0.5621679558127076,-0.15968211351302491,-0.30081305824984345,-0.10910514731625638,-1.98606821781135,-1.5212573894487487,-2.197102392799819,-0.19927303148411754,-0.2824423108896081,-0.1057260041908631,-2.0426298922341433,-1.4715268805262904,-1.9634886229858168,-0.19944099114861202,-0.28763845744252947,0.12438647318417656,0.7657608350016601,0
-0.2948287486347424,-0.09547021792424265,0.2071731591606784,0.4441150746952961,0.3500824566660804,-0.35023048705275117,-0.804841257787433,-0.12629815810851755,1.1818194655339356,0.9598021591883755,-0.22566098344577254,-0.3179835672266442,-0.509525821531694,0.9075119316119808,-0.10799293622248905,-0.35816700172148,0.3681353201786385,-0.7365720292366555,-0.5749141812388112,-0.4303628237699169,-0.15968211351302491,-0.30081305824984345,-0.10910514731625638,-0.07156661452170537,0.4180498886958861,0.5756108050690271,-0.19927303148411754,-0.2824423108896081,-0.1057260041908631,0.49061597097617554,0.1871652616079096,0.4164497267346689,-0.19944099114861202,-0.8132528877299113,-1.466870974511608,-1.3755112388527295,1
1.3562122437198147,1.162916208149793,-0.5540677512436751,-0.40838902785740194,-2.8564699000435247,-0.35023048705275117,-2.47317106502005,-0.12629815810851755,1.1177227471874587,1.0249853705151597,-0.07423340151651726,-0.08045561426578747,1.0028671018828967,-1.101913886932265,-0.10799293622248905,-0.35816700172148,0.3681353201786385,-0.7365720292366555,-0.5749141812388112,2.864765477299851,-0.15968211351302491,-0.30081305824984345,-0.10910514731625638,0.1677460858895002,0.09483200900511365,0.34946753006553966,-0.19927303148411754,-0.2824423108896081,-0.1057260041908631,-0.522682374307952,0.5189036900347496,0.5316080339792084,-0.19944099114861202,0.8762220667652443,-1.1052215545807478,0.34719942138814774,1
1.3562122437198147,1.162916208149793,-0.5540677512436751,0.5497693636984161,-2.8564699000435247,1.4118085668381184,0.036906963134478,-0.12629815810851755,1.1177227471874587,0.9598021591883755,-0.07423340151651726,-0.15963159858607306,-0.8410092020061246,-1.101913886932265,-0.10799293622248905,2.7919936655068054,0.3681353201786385,1.3576404754824731,-0.5749141812388112,3.523791137513805,-0.15968211351302491,-0.30081305824984345,-0.5123475631283854,0.4070587863007058,0.09483200900511365,0.2511443670205451,-0.19927303148411754,-0.2824423108896081,-0.5611610991668895,2.2638880752233987,0.1871652616079096,0.24371226586785938,6.434596188110483,1.7397314879516568,-0.6712422506637157,-0.4062111231161745,1
-0.2948287486347424,-1.0106603459780867,-0.5540677512436751,0.31180488709047144,0.3500824566660804,-0.35023048705275117,0.7118222033331281,-0.12629815810851755,-0.03601818304912798,1.0249853705151597,-0.1499471924811449,-0.04086762210564469,0.0981937093380965,0.9075119316119808,-0.10799293622248905,-0.35816700172148,0.3681353201786385,-0.7365720292366555,1.739390038779843,-0.6939730878554984,-0.15968211351302491,-0.30081305824984345,0.29413726849587263,0.1677460858895002,0.7412677683866585,0.5490635510468787,-0.19927303148411754,-0.2824423108896081,0.8051441857611897,-0.01603320166588818,1.1823805468884296,0.7897545727190516,-0.19944099114861202,1.4769242728079661,1.1370048489905848,-1.7896667428492572,1
-0.2948287486347424,-0.038270834920877385,1.7296549799693852,0.19258032243557452,0.3500824566660804,-0.35023048705275117,-1.032340776955517,-0.12629815810851755,1.1177227471874587,0.9598021591883755,-0.07423340151651726,-0.08045561426578747,-0.9584095659241524,0.9075119316119808,-0.10799293622248905,-0.35816700172148,-2.7163924382878335,1.3576404754824731,-0.5749141812388112,-0.1667525596843355,-0.15968211351302491,-0.30081305824984345,-0.5123475631283854,-0.7895047157553221,-1.5212573894487487,-2.197102392799819,-0.19927303148411754,-0.2824423108896081,-0.5611610991668895,-0.7760069606289838,-1.4715268805262904,-1.9634886229858168,-0.19944099114861202,1.4769242728079661,1.1370048489905848,-1.7896667428492572,0
-0.2948287486347424,-1.0106603459780867,0.968414069565032,0.18482587920598773,0.3500824566660804,-0.35023048705275117,0.33265633805298783,8.696721810774987,-1.1897591132857146,-1.3867934485758542,-0.07423340151651726,-0.08045561426578747,0.16034684317705267,-1.101913886932265,-0.10799293622248905,-0.35816700172148,0.3681353201786385,-0.7365720292366555,1.739390038779843,-0.2985576917271262,6.262442160865359,-0.30081305824984345,-0.10910514731625638,-0.07156661452170537,0.4180498886958861,0.6677887704237093,-0.19927303148411754,-0.2824423108896081,-0.1057260041908631,-0.26935778798692006,0.5189036900347496,0.7509571906354743,-0.19944099114861202,1.7397314879516568,-0.6712422506637157,-0.4062111231161745,1
-0.2948287486347424,-1.0106603459780867,-0.5540677512436751,0.18482587920598773,0.3500824566660804,-0.35023048705275117,0.4084895111090159,-0.12629815810851755,-1.1897591132857146,-0.21349564469373924,-0.26351787892808637,-0.15963159858607306,-0.2747250936956385,0.9075119316119808,-0.10799293622248905,2.7919936655068054,-2.7163924382878335,-0.7365720292366555,-0.5749141812388112,-0.6939730878554984,-0.15968211351302491,-0.30081305824984345,-0.10910514731625638,0.1677460858895002,0.09483200900511365,0.1567541304973503,-0.19927303148411754,-0.2824423108896081,-0.1057260041908631,1.503914316260303,-0.8080500236726105,0.6275732900163248,-0.19944099114861202,-1.000972327118262,0.12438647318417656,1.5456068372078884,0
